weather_event_id,city,rainfall_mm,weather_severity,weather_impact_factor
WTH019083,Ahmedabad,0.03,Low,27
WTH019084,Delhi,0.59,Low,17
WTH019085,Bangalore,0.47,Medium,44
WTH019086,Delhi,4.82,Low,13
WTH019087,Pune,1.78,Low,7
WTH019088,Hyderabad,3.2,Low,8
WTH019089,Delhi,1.48,High,97
WTH019090,Hyderabad,1.98,Medium,33
WTH019091,Kolkata,5.82,Low,41
WTH019092,Bangalore,2.0,Low,26
WTH019093,Bangalore,1.92,Low,44
WTH019094,Hyderabad,1.9,Low,42
WTH019095,Ahmedabad,4.05,Low,19
WTH019096,Bangalore,0.16,Medium,18
WTH019097,Kolkata,1.85,Low,22
WTH019098,Bangalore,3.28,Medium,5
WTH019099,Mumbai,1.09,High,81
WTH019100,Kolkata,5.42,Low,43
WTH019101,Ahmedabad,1.05,Low,16
WTH019102,Kolkata,1.66,Low,7
WTH019103,Kolkata,1.64,Medium,12
WTH019104,Hyderabad,0.01,Low,48
WTH019105,Delhi,0.79,Low,55
WTH019106,Ahmedabad,5.34,Low,5
WTH019107,Kolkata,0.54,Low,48
WTH019108,Mumbai,1.96,Low,34
WTH019109,Ahmedabad,2.43,Low,29
WTH019110,Mumbai,1.23,Low,5
WTH019111,Ahmedabad,0.24,Low,31
WTH019112,Pune,4.0,Low,17
WTH019113,Bangalore,2.09,Low,19
WTH019114,Bangalore,2.98,Low,6
WTH019115,Bangalore,0.52,Low,17
WTH019116,Ahmedabad,0.86,Medium,17
WTH019117,Pune,3.34,Low,57
WTH019118,Chennai,1.27,Low,42
WTH019119,Kolkata,13.74,Medium,18
WTH019120,Kolkata,14.01,Medium,35
WTH019121,Hyderabad,0.88,Low,32
WTH019122,Hyderabad,5.11,Low,31
WTH019123,Pune,1.26,Low,23
WTH019124,Delhi,5.05,Low,18
WTH019125,Chennai,6.37,Low,16
WTH019126,Pune,2.84,Low,50
WTH019127,Ahmedabad,1.64,Medium,19
WTH019128,Hyderabad,6.09,Medium,38
WTH019129,Bangalore,1.52,Low,34
WTH019130,Bangalore,3.48,Low,11
WTH019131,Chennai,14.53,Low,34
WTH019132,Bangalore,0.59,Medium,45
WTH019133,Hyderabad,1.91,Low,12
WTH019134,Pune,2.62,Low,45
WTH019135,Delhi,1.01,Medium,28
WTH019136,Mumbai,1.69,Medium,19
WTH019137,Bangalore,5.23,Medium,42
WTH019138,Ahmedabad,5.3,Medium,47
WTH019139,Pune,5.72,Low,35
WTH019140,Hyderabad,3.71,Low,35
WTH019141,Chennai,6.55,High,73
WTH019142,Chennai,3.69,Low,24
WTH019143,Mumbai,3.43,High,82
WTH019144,Delhi,2.8,Medium,15
WTH019145,Hyderabad,4.44,Medium,38
WTH019146,Bangalore,8.22,Low,59
WTH019147,Kolkata,3.07,Medium,36
WTH019148,Mumbai,4.5,Medium,41
WTH019149,Mumbai,0.61,Low,13
WTH019150,Chennai,7.93,Low,21
WTH019151,Chennai,0.56,Low,23
WTH019152,Pune,0.65,Low,57
WTH019153,Delhi,0.2,Low,31
WTH019154,Ahmedabad,2.81,Low,16
WTH019155,Chennai,2.2,Low,11
WTH019156,Delhi,8.09,Low,59
WTH019157,Chennai,2.26,Low,27
WTH019158,Bangalore,8.3,Low,51
WTH019159,Kolkata,5.4,Low,44
WTH019160,Delhi,4.84,Medium,49
WTH019161,Ahmedabad,5.72,Low,55
WTH019162,Hyderabad,0.95,Medium,37
WTH019163,Pune,0.74,Medium,37
WTH019164,Delhi,1.22,Low,38
WTH019165,Delhi,2.98,Low,56
WTH019166,Ahmedabad,0.45,Low,18
WTH019167,Hyderabad,2.59,Low,21
WTH019168,Bangalore,0.26,Medium,24
WTH019169,Bangalore,2.55,High,84
WTH019170,Ahmedabad,2.18,Low,42
WTH019171,Chennai,0.3,Low,18
WTH019172,Delhi,2.74,Low,33
WTH019173,Pune,0.67,Medium,24
WTH019174,Hyderabad,0.44,Low,22
WTH019175,Ahmedabad,2.73,Medium,41
WTH019176,Kolkata,4.25,Medium,33
WTH019177,Hyderabad,10.46,Medium,24
WTH019178,Kolkata,1.57,Low,50
WTH019179,Hyderabad,4.12,Medium,44
WTH019180,Bangalore,9.35,Low,29
WTH019181,Ahmedabad,1.85,Medium,7
WTH019182,Ahmedabad,0.09,Low,19
WTH019183,Chennai,1.18,Low,12
WTH019184,Delhi,1.51,Medium,15
WTH019185,Hyderabad,10.7,Low,53
WTH019186,Kolkata,3.98,Medium,51
WTH019187,Kolkata,3.22,Medium,56
WTH019188,Kolkata,3.23,Low,31
WTH019189,Ahmedabad,3.57,Medium,11
WTH019190,Bangalore,0.74,Low,48
WTH019191,Chennai,2.86,High,74
WTH019192,Bangalore,2.77,Medium,48
WTH019193,Bangalore,1.6,Low,22
WTH019194,Mumbai,4.15,Medium,59
WTH019195,Bangalore,8.98,Low,21
WTH019196,Bangalore,2.85,Low,50
WTH019197,Kolkata,1.79,Low,9
WTH019198,Bangalore,7.21,Medium,38
WTH019199,Pune,5.2,Medium,59
WTH019200,Chennai,11.46,Low,27
WTH019201,Bangalore,2.74,Low,38
WTH019202,Bangalore,0.64,Low,13
WTH019203,Hyderabad,1.4,Low,28
WTH019204,Hyderabad,1.47,Low,29
WTH019205,Chennai,0.97,Medium,38
WTH019206,Delhi,3.81,Low,6
WTH019207,Delhi,10.37,Low,38
WTH019208,Bangalore,2.22,Low,11
WTH019209,Delhi,3.84,Low,26
WTH019210,Chennai,9.99,Low,25
WTH019211,Delhi,2.62,Low,6
WTH019212,Hyderabad,3.75,Medium,20
WTH019213,Mumbai,2.03,Low,57
WTH019214,Delhi,2.21,Low,46
WTH019215,Pune,5.16,Low,14
WTH019216,Pune,3.33,Low,24
WTH019217,Mumbai,0.65,Low,24
WTH019218,Pune,4.05,Low,50
WTH019219,Bangalore,12.75,Low,11
WTH019220,Ahmedabad,0.8,Low,59
WTH019221,Pune,0.29,Low,54
WTH019222,Chennai,0.04,Low,54
WTH019223,Kolkata,0.16,Low,56
WTH019224,Chennai,4.37,High,71
WTH019225,Bangalore,0.18,High,93
WTH019226,Mumbai,2.73,Low,52
WTH019227,Ahmedabad,1.25,Low,28
WTH019228,Kolkata,1.78,Medium,56
WTH019229,Bangalore,2.72,High,73
WTH019230,Hyderabad,3.2,High,62
WTH019231,Chennai,2.17,Low,43
WTH019232,Ahmedabad,3.71,Low,10
WTH019233,Bangalore,3.27,High,67
WTH019234,Ahmedabad,0.94,Medium,46
WTH019235,Kolkata,3.13,Low,58
WTH019236,Hyderabad,0.12,Medium,43
WTH019237,Ahmedabad,0.48,Low,9
WTH019238,Pune,1.08,Low,52
WTH019239,Kolkata,0.7,Low,10
WTH019240,Chennai,4.79,Medium,39
WTH019241,Kolkata,3.12,Low,8
WTH019242,Mumbai,6.03,Medium,58
WTH019243,Hyderabad,3.69,Medium,17
WTH019244,Ahmedabad,0.6,Medium,35
WTH019245,Kolkata,1.51,Medium,39
WTH019246,Pune,0.36,Low,14
WTH019247,Delhi,5.92,Low,9
WTH019248,Mumbai,4.8,Low,42
WTH019249,Delhi,4.22,Medium,47
WTH019250,Mumbai,6.24,Low,57
WTH019251,Mumbai,8.92,Low,38
WTH019252,Ahmedabad,3.47,Low,21
WTH019253,Delhi,1.9,Medium,16
WTH019254,Hyderabad,11.07,Medium,7
WTH019255,Pune,2.15,Low,57
WTH019256,Chennai,0.89,Medium,50
WTH019257,Bangalore,5.27,Low,52
WTH019258,Mumbai,1.06,Medium,56
WTH019259,Mumbai,5.18,High,61
WTH019260,Mumbai,1.25,High,89
WTH019261,Pune,1.88,Low,34
WTH019262,Mumbai,0.64,Medium,27
WTH019263,Chennai,3.7,Medium,36
WTH019264,Ahmedabad,0.73,High,87
WTH019265,Delhi,10.71,Low,17
WTH019266,Bangalore,0.3,Low,35
WTH019267,Delhi,14.01,Low,8
WTH019268,Hyderabad,1.67,Medium,55
WTH019269,Bangalore,0.02,Medium,41
WTH019270,Bangalore,6.38,High,87
WTH019271,Ahmedabad,4.24,Medium,34
WTH019272,Hyderabad,7.69,Low,59
WTH019273,Hyderabad,3.92,Low,35
WTH019274,Hyderabad,14.15,Low,30
WTH019275,Ahmedabad,1.38,Low,52
WTH019276,Pune,1.9,Low,10
WTH019277,Delhi,2.2,High,78
WTH019278,Mumbai,3.79,High,79
WTH019279,Hyderabad,5.43,Low,57
WTH019280,Pune,3.61,Medium,7
WTH019281,Bangalore,7.92,Low,11
WTH019282,Kolkata,0.16,High,90
WTH019283,Chennai,0.89,Low,55
WTH019284,Pune,0.08,Medium,49
WTH019285,Pune,2.15,Low,33
WTH019286,Delhi,1.54,Low,20
WTH019287,Bangalore,1.16,Low,59
WTH019288,Pune,0.12,Low,51
WTH019289,Delhi,1.85,Medium,9
WTH019290,Chennai,0.13,Low,37
WTH019291,Bangalore,6.0,High,77
WTH019292,Ahmedabad,0.32,Low,25
WTH019293,Ahmedabad,3.85,Low,59
WTH019294,Delhi,0.92,Low,45
WTH019295,Ahmedabad,0.46,Low,19
WTH019296,Ahmedabad,5.93,Low,48
WTH019297,Bangalore,3.48,Medium,44
WTH019298,Chennai,0.39,Low,55
WTH019299,Ahmedabad,1.5,Medium,7
WTH019300,Chennai,1.64,Medium,12
WTH019301,Kolkata,0.89,Low,23
WTH019302,Pune,3.76,Medium,36
WTH019303,Delhi,0.98,Medium,56
WTH019304,Mumbai,1.64,High,80
WTH019305,Hyderabad,3.84,Low,38
WTH019306,Bangalore,2.37,Low,18
WTH019307,Mumbai,0.31,Low,50
WTH019308,Hyderabad,3.99,Medium,22
WTH019309,Bangalore,1.35,Low,56
WTH019310,Ahmedabad,3.14,High,90
WTH019311,Delhi,0.81,Low,12
WTH019312,Chennai,0.2,Low,52
WTH019313,Chennai,14.65,Medium,35
WTH019314,Pune,1.56,Low,37
WTH019315,Bangalore,5.62,Medium,30
WTH019316,Ahmedabad,3.77,Low,7
WTH019317,Delhi,0.4,High,97
WTH019318,Hyderabad,1.21,Low,26
WTH019319,Kolkata,0.6,Low,46
WTH019320,Bangalore,0.11,High,65
WTH019321,Pune,5.56,Medium,52
WTH019322,Chennai,3.15,Medium,5
WTH019323,Mumbai,1.17,High,87
WTH019324,Mumbai,8.19,Medium,54
WTH019325,Delhi,6.33,Low,57
WTH019326,Ahmedabad,0.31,Low,6
WTH019327,Ahmedabad,1.58,High,75
WTH019328,Delhi,4.44,Low,28
WTH019329,Bangalore,0.76,Low,13
WTH019330,Pune,0.24,Low,50
WTH019331,Chennai,5.19,Low,5
WTH019332,Bangalore,0.38,Low,25
WTH019333,Ahmedabad,1.49,Medium,42
WTH019334,Chennai,1.08,Low,58
WTH019335,Mumbai,3.99,Low,56
WTH019336,Hyderabad,0.37,Medium,35
WTH019337,Pune,2.36,Low,27
WTH019338,Pune,2.37,Low,17
WTH019339,Delhi,0.15,Low,49
WTH019340,Chennai,0.48,Low,49
WTH019341,Hyderabad,0.7,Low,47
WTH019342,Ahmedabad,2.12,Medium,55
WTH019343,Chennai,0.27,Low,22
WTH019344,Mumbai,8.76,High,69
WTH019345,Ahmedabad,0.33,Low,50
WTH019346,Pune,4.58,High,98
WTH019347,Chennai,0.47,Medium,30
WTH019348,Bangalore,3.74,Low,33
WTH019349,Pune,5.4,Low,55
WTH019350,Mumbai,3.61,Low,46
WTH019351,Pune,1.51,Low,39
WTH019352,Hyderabad,1.9,Low,41
WTH019353,Ahmedabad,0.05,Medium,45
WTH019354,Mumbai,8.46,Medium,6
WTH019355,Kolkata,1.87,Medium,18
WTH019356,Chennai,4.57,Low,46
WTH019357,Bangalore,8.2,Low,11
WTH019358,Mumbai,0.81,Medium,32
WTH019359,Chennai,1.1,Low,50
WTH019360,Mumbai,3.03,Medium,11
WTH019361,Bangalore,0.44,High,71
WTH019362,Ahmedabad,3.07,Medium,21
WTH019363,Ahmedabad,1.06,High,74
WTH019364,Pune,0.29,Low,16
WTH019365,Ahmedabad,3.79,Low,36
WTH019366,Kolkata,1.58,High,95
WTH019367,Hyderabad,1.54,High,95
WTH019368,Pune,3.5,Low,8
WTH019369,Kolkata,7.92,Low,30
WTH019370,Chennai,2.15,Low,33
WTH019371,Kolkata,2.19,Medium,43
WTH019372,Pune,2.72,Low,38
WTH019373,Hyderabad,2.6,Medium,49
WTH019374,Bangalore,0.07,Low,6
WTH019375,Bangalore,2.32,Low,32
WTH019376,Delhi,0.81,High,91
WTH019377,Mumbai,1.56,Low,9
WTH019378,Hyderabad,4.11,Low,38
WTH019379,Ahmedabad,6.88,Low,34
WTH019380,Pune,7.85,Low,23
WTH019381,Mumbai,6.36,High,96
WTH019382,Bangalore,3.22,Low,52
WTH019383,Kolkata,6.0,Low,49
WTH019384,Hyderabad,0.81,Low,53
WTH019385,Hyderabad,4.77,Low,46
WTH019386,Chennai,8.96,Medium,59
WTH019387,Delhi,7.24,Low,26
WTH019388,Mumbai,6.89,Medium,19
WTH019389,Ahmedabad,9.56,Low,53
WTH019390,Hyderabad,0.06,Low,28
WTH019391,Bangalore,2.27,Low,28
WTH019392,Mumbai,2.24,Low,55
WTH019393,Ahmedabad,3.64,Medium,48
WTH019394,Chennai,3.95,Low,47
WTH019395,Bangalore,0.65,Medium,14
WTH019396,Pune,0.63,Low,13
WTH019397,Chennai,7.76,Low,42
WTH019398,Mumbai,3.18,Low,16
WTH019399,Ahmedabad,0.16,Medium,50
WTH019400,Chennai,1.58,Medium,15
WTH019401,Chennai,0.89,Low,14
WTH019402,Delhi,2.01,Low,27
WTH019403,Hyderabad,0.83,High,96
WTH019404,Kolkata,3.11,Low,45
WTH019405,Delhi,3.49,Low,33
WTH019406,Chennai,0.68,Low,31
WTH019407,Pune,1.89,Low,8
WTH019408,Bangalore,0.14,Low,47
WTH019409,Kolkata,7.49,Low,38
WTH019410,Delhi,0.29,High,82
WTH019411,Pune,1.66,Medium,49
WTH019412,Chennai,2.29,Low,53
WTH019413,Bangalore,0.21,Low,59
WTH019414,Bangalore,1.7,Low,14
WTH019415,Pune,3.62,Low,36
WTH019416,Bangalore,0.44,Medium,20
WTH019417,Pune,1.38,Low,42
WTH019418,Pune,2.08,Low,24
WTH019419,Pune,1.1,Medium,16
WTH019420,Delhi,3.73,Medium,27
WTH019421,Delhi,2.2,Medium,23
WTH019422,Kolkata,0.73,Medium,52
WTH019423,Ahmedabad,0.51,Low,6
WTH019424,Mumbai,6.0,Low,14
WTH019425,Pune,8.02,Medium,8
WTH019426,Mumbai,1.25,Low,21
WTH019427,Kolkata,2.51,Low,28
WTH019428,Ahmedabad,1.56,High,80
WTH019429,Mumbai,3.93,Low,47
WTH019430,Kolkata,4.3,Low,40
WTH019431,Bangalore,1.57,Medium,33
WTH019432,Hyderabad,0.42,Medium,45
WTH019433,Delhi,5.63,Medium,31
WTH019434,Delhi,7.75,Low,29
WTH019435,Delhi,6.52,Low,35
WTH019436,Bangalore,0.93,Low,11
WTH019437,Chennai,5.8,High,65
WTH019438,Pune,2.18,Low,24
WTH019439,Bangalore,9.6,Low,26
WTH019440,Ahmedabad,4.01,Medium,31
WTH019441,Kolkata,1.34,Low,55
WTH019442,Pune,1.76,Low,27
WTH019443,Hyderabad,18.81,Low,25
WTH019444,Delhi,2.18,Low,55
WTH019445,Chennai,0.61,Medium,26
WTH019446,Pune,0.32,Medium,50
WTH019447,Hyderabad,4.45,Low,38
WTH019448,Kolkata,0.34,Low,35
WTH019449,Pune,1.58,Medium,33
WTH019450,Chennai,7.68,Medium,10
WTH019451,Pune,0.09,Low,38
WTH019452,Ahmedabad,6.85,Low,45
WTH019453,Hyderabad,4.17,Medium,27
WTH019454,Mumbai,6.81,Medium,13
WTH019455,Delhi,4.72,Low,41
WTH019456,Kolkata,1.39,Low,46
WTH019457,Mumbai,1.98,Medium,30
WTH019458,Kolkata,5.14,Low,10
WTH019459,Kolkata,1.16,Low,25
WTH019460,Kolkata,1.11,Low,7
WTH019461,Ahmedabad,1.55,Low,38
WTH019462,Kolkata,4.23,Low,55
WTH019463,Delhi,1.94,Medium,29
WTH019464,Hyderabad,0.46,Medium,35
WTH019465,Kolkata,1.73,Low,5
WTH019466,Ahmedabad,0.06,Low,33
WTH019467,Delhi,0.08,Medium,33
WTH019468,Bangalore,3.9,Low,5
WTH019469,Delhi,1.34,Low,14
WTH019470,Hyderabad,7.23,Low,40
WTH019471,Delhi,1.14,Low,12
WTH019472,Mumbai,4.49,Low,59
WTH019473,Kolkata,0.35,Low,50
WTH019474,Hyderabad,2.68,Low,42
WTH019475,Hyderabad,6.22,Low,32
WTH019476,Hyderabad,0.56,Medium,29
WTH019477,Ahmedabad,10.6,Medium,5
WTH019478,Chennai,4.95,Low,21
WTH019479,Hyderabad,0.54,Low,11
WTH019480,Mumbai,3.93,Low,52
WTH019481,Kolkata,2.54,Low,10
WTH019482,Hyderabad,20.43,Low,54
WTH019483,Kolkata,1.91,Medium,15
WTH019484,Mumbai,1.13,Low,39
WTH019485,Hyderabad,0.03,Low,12
WTH019486,Bangalore,12.05,Low,58
WTH019487,Mumbai,4.99,Low,13
WTH019488,Delhi,6.4,Medium,40
WTH019489,Delhi,5.65,Low,23
WTH019490,Kolkata,0.04,Medium,56
WTH019491,Delhi,1.28,Medium,22
WTH019492,Chennai,3.06,Low,7
WTH019493,Delhi,1.47,High,86
WTH019494,Pune,5.1,High,74
WTH019495,Delhi,8.96,Low,48
WTH019496,Kolkata,0.63,Medium,30
WTH019497,Bangalore,0.72,Low,41
WTH019498,Hyderabad,3.85,Low,33
WTH019499,Delhi,7.48,Medium,17
WTH019500,Pune,0.46,Low,42
WTH019501,Kolkata,2.39,Medium,7
WTH019502,Mumbai,2.75,Low,50
WTH019503,Mumbai,14.36,Low,8
WTH019504,Delhi,1.08,Medium,49
WTH019505,Chennai,1.21,Low,8
WTH019506,Delhi,2.82,Low,55
WTH019507,Pune,5.64,Low,33
WTH019508,Ahmedabad,2.61,Low,19
WTH019509,Chennai,0.99,Low,31
WTH019510,Pune,7.92,Low,20
WTH019511,Pune,6.18,Low,19
WTH019512,Chennai,5.83,Low,13
WTH019513,Mumbai,4.2,Medium,20
WTH019514,Bangalore,0.99,Medium,34
WTH019515,Ahmedabad,6.01,Medium,20
WTH019516,Ahmedabad,6.92,Low,29
WTH019517,Kolkata,0.28,Low,5
WTH019518,Ahmedabad,2.78,Low,56
WTH019519,Ahmedabad,0.47,Low,13
WTH019520,Delhi,0.64,Medium,25
WTH019521,Mumbai,1.52,Low,30
WTH019522,Hyderabad,6.2,Medium,8
WTH019523,Pune,0.0,Low,6
WTH019524,Ahmedabad,0.4,Low,22
WTH019525,Ahmedabad,0.08,Low,48
WTH019526,Kolkata,0.23,Low,50
WTH019527,Hyderabad,5.85,Low,28
WTH019528,Pune,0.27,Low,35
WTH019529,Delhi,1.66,Low,7
WTH019530,Delhi,2.72,Low,25
WTH019531,Chennai,5.23,High,75
WTH019532,Pune,0.97,High,74
WTH019533,Pune,6.45,Low,17
WTH019534,Hyderabad,0.26,Low,10
WTH019535,Bangalore,3.49,Low,41
WTH019536,Pune,0.21,Low,7
WTH019537,Chennai,1.09,High,71
WTH019538,Pune,1.17,High,79
WTH019539,Ahmedabad,0.01,Low,59
WTH019540,Bangalore,2.35,Low,15
WTH019541,Delhi,5.09,Low,13
WTH019542,Ahmedabad,3.31,Low,51
WTH019543,Pune,0.69,Low,22
WTH019544,Chennai,2.56,Medium,57
WTH019545,Pune,1.7,Low,20
WTH019546,Mumbai,3.36,Medium,5
WTH019547,Delhi,5.7,Low,54
WTH019548,Hyderabad,10.27,Medium,6
WTH019549,Bangalore,1.92,Low,30
WTH019550,Mumbai,9.63,Medium,18
WTH019551,Hyderabad,1.3,Medium,14
WTH019552,Bangalore,2.97,Low,22
WTH019553,Ahmedabad,2.86,Low,29
WTH019554,Hyderabad,1.53,High,67
WTH019555,Delhi,2.46,Medium,33
WTH019556,Bangalore,0.43,Low,13
WTH019557,Delhi,0.77,Medium,32
WTH019558,Kolkata,12.99,Low,55
WTH019559,Chennai,2.92,Low,35
WTH019560,Hyderabad,1.18,Medium,59
WTH019561,Hyderabad,7.75,Medium,54
WTH019562,Bangalore,1.13,Medium,57
WTH019563,Mumbai,2.9,Low,46
WTH019564,Ahmedabad,0.4,Low,41
WTH019565,Bangalore,7.74,Low,7
WTH019566,Chennai,0.2,Low,20
WTH019567,Delhi,2.12,Low,35
WTH019568,Pune,1.49,Low,33
WTH019569,Delhi,3.52,Low,29
WTH019570,Kolkata,0.97,Low,51
WTH019571,Hyderabad,0.66,Low,17
WTH019572,Delhi,3.6,Low,9
WTH019573,Ahmedabad,3.97,Low,58
WTH019574,Mumbai,3.55,Low,29
WTH019575,Bangalore,2.56,Low,17
WTH019576,Chennai,0.69,Low,50
WTH019577,Pune,1.72,Medium,37
WTH019578,Delhi,1.06,High,72
WTH019579,Mumbai,1.62,Low,18
WTH019580,Mumbai,0.18,High,73
WTH019581,Ahmedabad,0.18,Low,5
WTH019582,Delhi,1.53,Low,55
WTH019583,Mumbai,8.31,Low,47
WTH019584,Delhi,2.57,Low,55
WTH019585,Delhi,0.41,Low,48
WTH019586,Ahmedabad,1.03,High,97
WTH019587,Mumbai,2.45,Low,47
WTH019588,Mumbai,0.67,Low,33
WTH019589,Ahmedabad,7.6,Medium,35
WTH019590,Chennai,2.22,Medium,6
WTH019591,Chennai,0.16,Low,46
WTH019592,Chennai,0.66,Medium,6
WTH019593,Chennai,1.46,Medium,48
WTH019594,Hyderabad,5.97,Medium,10
WTH019595,Hyderabad,2.19,Low,11
WTH019596,Mumbai,1.11,Low,47
WTH019597,Ahmedabad,1.43,Low,26
WTH019598,Delhi,5.38,Low,41
WTH019599,Pune,3.99,Low,10
WTH019600,Ahmedabad,0.09,Low,32
WTH019601,Hyderabad,6.35,Low,20
WTH019602,Kolkata,5.65,Medium,20
WTH019603,Hyderabad,4.46,Low,13
WTH019604,Kolkata,5.13,Low,47
WTH019605,Pune,10.47,Low,24
WTH019606,Kolkata,0.08,Low,9
WTH019607,Delhi,2.39,Low,14
WTH019608,Chennai,0.39,Medium,54
WTH019609,Kolkata,1.57,Low,49
WTH019610,Ahmedabad,2.61,High,90
WTH019611,Pune,2.22,Medium,30
WTH019612,Hyderabad,1.2,High,72
WTH019613,Chennai,1.58,Low,10
WTH019614,Mumbai,1.82,High,74
WTH019615,Ahmedabad,2.59,Low,56
WTH019616,Ahmedabad,0.08,Low,56
WTH019617,Ahmedabad,1.8,Low,54
WTH019618,Mumbai,2.88,High,82
WTH019619,Mumbai,5.21,Low,35
WTH019620,Kolkata,3.8,High,73
WTH019621,Mumbai,0.43,Low,55
WTH019622,Kolkata,2.18,Low,26
WTH019623,Ahmedabad,2.12,High,77
WTH019624,Bangalore,1.68,Low,50
WTH019625,Pune,0.16,Medium,50
WTH019626,Chennai,0.13,Low,41
WTH019627,Ahmedabad,9.51,High,84
WTH019628,Bangalore,3.82,Medium,19
WTH019629,Chennai,4.76,Low,35
WTH019630,Pune,6.38,Low,34
WTH019631,Delhi,1.58,Low,56
WTH019632,Ahmedabad,0.55,Low,38
WTH019633,Pune,2.54,Medium,11
WTH019634,Pune,0.85,Low,30
WTH019635,Delhi,0.42,Low,12
WTH019636,Bangalore,0.26,Low,38
WTH019637,Mumbai,0.31,Low,20
WTH019638,Ahmedabad,1.28,Low,57
WTH019639,Mumbai,1.73,Low,22
WTH019640,Kolkata,1.33,Medium,14
WTH019641,Chennai,0.14,Low,44
WTH019642,Hyderabad,2.4,Low,59
WTH019643,Ahmedabad,1.98,Medium,53
WTH019644,Bangalore,2.22,Medium,6
WTH019645,Kolkata,0.14,Low,30
WTH019646,Bangalore,0.89,Low,59
WTH019647,Hyderabad,0.58,Medium,52
WTH019648,Bangalore,2.55,Low,50
WTH019649,Mumbai,5.19,Low,29
WTH019650,Kolkata,0.4,Medium,28
WTH019651,Delhi,2.16,Low,55
WTH019652,Kolkata,0.15,Medium,12
WTH019653,Mumbai,8.68,Low,45
WTH019654,Chennai,1.15,Medium,25
WTH019655,Pune,8.06,Low,56
WTH019656,Kolkata,1.45,Low,41
WTH019657,Mumbai,5.89,High,87
WTH019658,Bangalore,5.09,Low,24
WTH019659,Ahmedabad,2.97,Low,36
WTH019660,Bangalore,1.69,Medium,19
WTH019661,Chennai,2.4,High,82
WTH019662,Chennai,0.02,Low,48
WTH019663,Pune,2.36,Low,42
WTH019664,Chennai,2.69,Low,22
WTH019665,Delhi,5.35,Low,18
WTH019666,Chennai,1.72,Low,51
WTH019667,Bangalore,3.79,Low,26
WTH019668,Bangalore,3.93,High,84
WTH019669,Mumbai,0.19,Low,38
WTH019670,Mumbai,2.35,Low,12
WTH019671,Pune,3.56,Low,30
WTH019672,Chennai,2.13,Low,56
WTH019673,Chennai,2.2,Medium,18
WTH019674,Bangalore,1.12,Low,11
WTH019675,Hyderabad,2.02,Low,27
WTH019676,Kolkata,6.92,High,86
WTH019677,Pune,5.22,High,79
WTH019678,Bangalore,2.28,Low,55
WTH019679,Delhi,2.46,High,70
WTH019680,Bangalore,0.13,Medium,28
WTH019681,Hyderabad,0.25,Low,53
WTH019682,Ahmedabad,5.68,Low,57
WTH019683,Delhi,3.53,Low,30
WTH019684,Pune,1.71,Medium,24
WTH019685,Chennai,0.69,Low,50
WTH019686,Pune,7.32,Low,34
WTH019687,Mumbai,0.79,Medium,31
WTH019688,Mumbai,12.93,High,68
WTH019689,Chennai,5.41,Medium,9
WTH019690,Delhi,2.86,Low,55
WTH019691,Ahmedabad,4.22,Low,13
WTH019692,Ahmedabad,2.54,Low,59
WTH019693,Kolkata,3.38,Low,17
WTH019694,Ahmedabad,0.89,Low,44
WTH019695,Ahmedabad,2.46,Medium,56
WTH019696,Chennai,0.63,Low,35
WTH019697,Mumbai,1.79,Low,33
WTH019698,Mumbai,1.44,Low,51
WTH019699,Delhi,7.3,Low,46
WTH019700,Chennai,6.58,Low,21
WTH019701,Kolkata,4.95,Low,13
WTH019702,Kolkata,3.13,Low,52
WTH019703,Mumbai,1.56,Medium,10
WTH019704,Ahmedabad,0.76,Medium,58
WTH019705,Kolkata,2.91,Medium,15
WTH019706,Chennai,5.0,High,79
WTH019707,Kolkata,6.96,Medium,20
WTH019708,Ahmedabad,2.99,Medium,34
WTH019709,Kolkata,0.04,Medium,54
WTH019710,Chennai,3.55,Low,27
WTH019711,Pune,7.45,Low,6
WTH019712,Mumbai,2.35,Low,52
WTH019713,Bangalore,3.93,Medium,16
WTH019714,Kolkata,4.01,Low,49
WTH019715,Pune,4.93,Low,16
WTH019716,Delhi,0.75,Low,47
WTH019717,Ahmedabad,4.17,Low,19
WTH019718,Pune,0.36,Low,26
WTH019719,Pune,7.11,Low,26
WTH019720,Mumbai,4.36,Low,24
WTH019721,Ahmedabad,3.28,Low,14
WTH019722,Ahmedabad,0.84,High,64
WTH019723,Mumbai,0.65,Low,51
WTH019724,Kolkata,3.02,Low,20
WTH019725,Mumbai,1.37,High,80
WTH019726,Delhi,2.05,Low,35
WTH019727,Ahmedabad,0.2,Medium,17
WTH019728,Ahmedabad,0.32,Low,53
WTH019729,Chennai,5.33,Low,53
WTH019730,Pune,2.82,Medium,24
WTH019731,Pune,0.11,High,84
WTH019732,Chennai,0.41,Medium,18
WTH019733,Mumbai,0.1,Low,29
WTH019734,Hyderabad,1.41,Medium,42
WTH019735,Hyderabad,3.52,Low,42
WTH019736,Chennai,7.5,High,77
WTH019737,Mumbai,0.2,High,83
WTH019738,Delhi,0.21,High,67
WTH019739,Ahmedabad,1.0,Medium,11
WTH019740,Pune,1.3,High,89
WTH019741,Chennai,1.84,High,61
WTH019742,Hyderabad,0.02,Low,12
WTH019743,Hyderabad,2.25,Medium,51
WTH019744,Chennai,4.87,Low,54
WTH019745,Bangalore,9.03,Medium,16
