resource_id,resource_type,vehicle_type,max_load_kg,emission_factor_gkm,area_familiarity_score,historical_success_rate
RES032952,Rider,Van,55.56,173.45,43,0.82
RES032953,Vehicle,Truck,318.25,305.56,93,0.84
RES032954,Rider,Bike,206.45,93.02,59,0.81
RES032955,Rider,Van,544.94,317.35,61,0.98
RES032956,Rider,Van,370.76,154.22,66,0.9
RES032957,Vehicle,Bike,153.0,150.78,48,0.84
RES032958,Vehicle,Bike,611.12,299.18,72,0.75
RES032959,Vehicle,Van,444.32,220.19,75,0.91
RES032960,Rider,Truck,74.25,347.82,94,0.73
RES032961,Rider,Truck,667.36,313.42,94,0.71
RES032962,Vehicle,Truck,71.07,242.48,85,0.72
RES032963,Vehicle,Van,203.96,299.69,76,0.9
RES032964,Vehicle,Truck,880.97,245.32,48,0.72
RES032965,Vehicle,Bike,108.87,136.66,62,0.74
RES032966,Rider,Bike,586.22,298.92,54,0.77
RES032967,Rider,Truck,45.19,70.22,64,0.95
RES032968,Vehicle,Truck,39.3,234.02,75,0.89
RES032969,Rider,Truck,58.15,260.5,77,0.94
RES032970,Vehicle,Bike,751.4,307.95,35,0.89
RES032971,Vehicle,Bike,670.66,136.44,34,0.8
RES032972,Rider,Truck,927.62,186.27,77,0.93
RES032973,Rider,Van,125.4,231.99,92,0.78
RES032974,Rider,Bike,909.99,79.4,80,0.93
RES032975,Vehicle,Truck,928.9,139.59,52,0.74
RES032976,Rider,Van,724.47,61.36,69,0.88
RES032977,Rider,Truck,295.18,339.06,60,0.92
RES032978,Rider,Bike,119.52,345.01,60,0.84
RES032979,Vehicle,Bike,974.15,143.29,72,0.92
RES032980,Vehicle,Bike,917.78,129.64,35,0.95
RES032981,Rider,Truck,484.59,268.4,42,0.86
RES032982,Vehicle,Bike,258.88,301.05,36,0.87
RES032983,Vehicle,Van,399.21,214.01,73,0.82
RES032984,Vehicle,Bike,411.36,96.74,41,0.92
RES032985,Vehicle,Van,240.12,336.32,75,0.83
RES032986,Rider,Truck,66.62,154.64,34,0.77
RES032987,Vehicle,Van,963.52,63.09,84,0.75
RES032988,Rider,Truck,626.19,267.45,64,0.81
RES032989,Rider,Bike,93.83,252.86,88,0.82
RES032990,Vehicle,Van,395.01,63.74,87,0.87
RES032991,Vehicle,Truck,346.56,204.15,68,0.92
RES032992,Rider,Bike,206.22,199.06,45,0.75
RES032993,Vehicle,Truck,164.45,150.96,58,0.88
RES032994,Rider,Truck,750.32,212.97,67,0.97
RES032995,Vehicle,Truck,860.12,188.1,38,0.73
RES032996,Rider,Van,543.29,308.29,89,0.81
RES032997,Rider,Truck,529.58,265.31,54,0.98
RES032998,Vehicle,Truck,98.15,330.65,89,0.84
RES032999,Vehicle,Truck,781.45,219.15,46,0.88
RES033000,Vehicle,Truck,383.22,62.16,85,0.91
RES033001,Vehicle,Van,442.53,324.95,93,0.82
RES033002,Vehicle,Bike,782.05,61.93,33,0.73
RES033003,Rider,Van,139.81,288.52,36,0.8
RES033004,Vehicle,Van,874.64,95.8,41,0.86
RES033005,Rider,Van,476.75,331.03,47,0.96
RES033006,Rider,Truck,200.03,315.91,87,0.71
RES033007,Rider,Truck,598.1,66.42,83,0.85
RES033008,Vehicle,Bike,834.07,112.33,76,0.9
RES033009,Rider,Truck,285.03,94.93,51,0.88
RES033010,Rider,Van,331.13,165.18,79,0.96
RES033011,Vehicle,Truck,344.7,262.81,98,0.93
RES033012,Vehicle,Truck,693.48,290.99,88,0.8
RES033013,Vehicle,Bike,548.18,206.65,64,0.91
RES033014,Rider,Van,751.95,110.37,74,0.9
RES033015,Rider,Van,689.43,249.13,95,0.78
RES033016,Rider,Van,302.84,175.35,62,0.81
RES033017,Vehicle,Van,306.81,151.25,34,0.91
RES033018,Vehicle,Truck,997.06,342.36,36,0.74
RES033019,Rider,Bike,768.69,166.95,44,0.96
RES033020,Rider,Truck,801.28,221.79,75,0.88
RES033021,Vehicle,Van,49.93,266.96,41,0.77
RES033022,Vehicle,Truck,74.89,95.41,77,0.95
RES033023,Vehicle,Van,549.69,247.51,64,0.85
RES033024,Vehicle,Van,280.8,240.21,95,0.8
RES033025,Rider,Truck,520.59,271.61,32,0.85
RES033026,Rider,Van,567.78,81.73,30,0.93
RES033027,Vehicle,Van,610.21,133.07,91,0.76
RES033028,Vehicle,Truck,201.87,308.68,82,0.92
RES033029,Rider,Van,247.2,174.59,70,0.72
RES033030,Rider,Van,14.23,332.15,81,0.78
RES033031,Vehicle,Truck,801.61,167.83,69,0.95
RES033032,Vehicle,Van,721.72,215.89,79,0.87
RES033033,Rider,Truck,312.01,92.57,46,0.72
RES033034,Rider,Bike,982.3,337.43,94,0.75
RES033035,Rider,Truck,87.55,208.06,48,0.78
RES033036,Vehicle,Truck,265.21,285.28,44,0.92
RES033037,Vehicle,Truck,719.75,129.79,30,0.73
RES033038,Vehicle,Van,896.29,128.56,43,0.71
RES033039,Rider,Bike,278.12,108.96,70,0.86
RES033040,Vehicle,Truck,864.31,217.24,95,0.74
RES033041,Rider,Bike,836.56,326.86,33,0.88
RES033042,Vehicle,Van,964.37,271.54,48,0.84
RES033043,Vehicle,Van,356.12,293.31,51,0.73
RES033044,Rider,Van,161.88,165.03,74,0.77
RES033045,Rider,Van,591.32,62.23,85,0.8
RES033046,Rider,Truck,142.93,315.52,86,0.92
RES033047,Vehicle,Van,770.18,77.55,93,0.76
RES033048,Vehicle,Bike,558.6,65.18,96,0.85
RES033049,Rider,Truck,776.88,175.89,61,0.94
RES033050,Vehicle,Truck,21.79,156.77,64,0.88
RES033051,Vehicle,Truck,902.42,298.44,30,0.8
RES033052,Vehicle,Truck,418.89,255.78,39,0.81
RES033053,Rider,Bike,487.96,291.92,57,0.88
RES033054,Rider,Van,257.44,265.18,71,0.71
RES033055,Vehicle,Bike,54.97,259.17,35,0.86
RES033056,Vehicle,Truck,885.99,329.17,50,0.87
RES033057,Rider,Van,229.89,341.26,49,0.9
RES033058,Rider,Van,407.34,183.2,47,0.85
RES033059,Rider,Bike,746.35,249.33,92,0.72
RES033060,Vehicle,Bike,19.28,345.5,84,0.78
RES033061,Rider,Bike,922.8,85.99,44,0.73
RES033062,Vehicle,Van,546.79,115.05,77,0.81
RES033063,Vehicle,Van,239.19,200.33,93,0.74
RES033064,Vehicle,Van,946.08,244.13,32,0.76
RES033065,Vehicle,Truck,874.4,261.87,31,0.71
RES033066,Vehicle,Bike,969.65,88.28,33,0.87
RES033067,Vehicle,Truck,591.54,240.52,70,0.94
RES033068,Vehicle,Van,417.24,208.34,98,0.93
RES033069,Vehicle,Bike,796.48,287.48,92,0.77
RES033070,Vehicle,Bike,429.49,244.77,74,0.73
RES033071,Vehicle,Truck,29.82,92.67,38,0.89
RES033072,Rider,Bike,490.26,340.31,96,0.82
RES033073,Rider,Truck,487.58,292.42,62,0.78
RES033074,Rider,Van,127.51,186.34,44,0.88
RES033075,Rider,Van,942.98,96.5,30,0.9
RES033076,Rider,Bike,881.39,76.4,65,0.84
RES033077,Vehicle,Van,516.1,266.21,86,0.71
RES033078,Vehicle,Bike,677.61,197.99,61,0.76
RES033079,Rider,Bike,177.02,213.88,91,0.93
RES033080,Rider,Van,150.38,174.1,43,0.8
RES033081,Rider,Van,76.21,301.94,99,0.74
RES033082,Rider,Truck,955.93,167.45,69,0.81
RES033083,Vehicle,Truck,607.16,343.76,58,0.78
RES033084,Rider,Van,14.14,173.31,37,0.83
RES033085,Vehicle,Van,918.85,168.2,72,0.95
RES033086,Rider,Bike,535.65,109.91,35,0.84
RES033087,Rider,Bike,328.33,191.64,43,0.98
RES033088,Vehicle,Van,833.53,246.33,79,0.84
RES033089,Vehicle,Bike,496.39,112.73,76,0.9
RES033090,Rider,Van,440.18,135.3,60,0.9
RES033091,Rider,Bike,388.19,297.63,58,0.97
RES033092,Vehicle,Truck,373.87,213.83,51,0.94
RES033093,Vehicle,Van,408.2,278.8,98,0.97
RES033094,Rider,Van,102.85,184.19,64,0.92
RES033095,Vehicle,Bike,146.74,247.05,82,0.79
RES033096,Rider,Van,925.9,326.08,83,0.86
RES033097,Vehicle,Bike,969.3,263.17,45,0.9
RES033098,Rider,Bike,657.05,330.92,51,0.96
RES033099,Vehicle,Van,417.37,319.6,51,0.87
RES033100,Vehicle,Bike,924.21,104.1,68,0.72
RES033101,Vehicle,Van,726.7,135.13,73,0.9
RES033102,Rider,Bike,642.62,290.45,32,0.85
RES033103,Vehicle,Bike,392.66,297.42,69,0.98
RES033104,Rider,Van,907.75,284.94,51,0.71
RES033105,Rider,Van,895.19,255.69,99,0.93
RES033106,Vehicle,Van,820.23,102.14,36,0.91
RES033107,Rider,Bike,424.91,278.9,41,0.95
RES033108,Vehicle,Van,991.07,343.35,50,0.78
RES033109,Vehicle,Truck,832.23,90.6,45,0.91
RES033110,Vehicle,Truck,108.19,325.59,33,0.91
RES033111,Rider,Bike,54.58,182.69,92,0.95
RES033112,Vehicle,Truck,843.27,319.13,93,0.95
RES033113,Vehicle,Truck,243.88,292.83,42,0.97
RES033114,Rider,Truck,677.65,334.61,83,0.76
RES033115,Rider,Bike,151.19,248.38,82,0.95
RES033116,Vehicle,Truck,917.88,95.01,35,0.88
RES033117,Vehicle,Van,789.01,296.41,60,0.82
RES033118,Vehicle,Truck,848.18,320.6,70,0.81
RES033119,Rider,Bike,854.01,223.69,51,0.96
RES033120,Vehicle,Van,41.33,65.91,33,0.71
RES033121,Rider,Van,170.92,69.02,86,0.88
RES033122,Vehicle,Truck,606.43,87.75,75,0.76
RES033123,Rider,Bike,182.02,325.7,88,0.75
RES033124,Rider,Bike,456.15,317.35,90,0.95
RES033125,Vehicle,Van,625.0,95.37,76,0.71
RES033126,Vehicle,Truck,299.0,160.17,38,0.92
RES033127,Vehicle,Van,173.24,298.91,88,0.93
RES033128,Vehicle,Truck,826.96,217.79,79,0.78
RES033129,Vehicle,Truck,637.0,195.85,83,0.77
RES033130,Rider,Bike,611.88,176.97,42,0.71
RES033131,Vehicle,Truck,988.66,254.49,46,0.86
RES033132,Rider,Van,878.69,208.37,52,0.98
RES033133,Vehicle,Van,909.84,324.22,50,0.8
RES033134,Vehicle,Truck,784.3,125.67,31,0.89
RES033135,Vehicle,Truck,863.21,77.61,37,0.9
RES033136,Rider,Van,867.48,343.95,85,0.7
RES033137,Vehicle,Van,354.59,100.87,70,0.82
RES033138,Rider,Truck,425.25,341.7,88,0.75
RES033139,Rider,Truck,275.26,100.05,67,0.71
RES033140,Vehicle,Van,827.57,122.94,51,0.96
RES033141,Vehicle,Bike,24.41,151.38,74,0.78
RES033142,Rider,Bike,385.21,296.49,83,0.83
RES033143,Rider,Van,93.2,349.09,74,0.95
RES033144,Vehicle,Van,908.45,176.73,46,0.84
RES033145,Vehicle,Bike,941.2,131.19,94,0.84
RES033146,Vehicle,Bike,403.31,334.76,60,0.84
RES033147,Vehicle,Van,855.12,209.39,71,0.81
RES033148,Rider,Van,48.03,199.28,90,0.88
RES033149,Vehicle,Truck,659.3,75.12,55,0.93
RES033150,Rider,Truck,412.06,73.02,86,0.77
RES033151,Rider,Truck,734.09,109.6,83,0.95
RES033152,Rider,Truck,21.83,138.32,76,0.76
RES033153,Vehicle,Bike,450.52,273.37,95,0.7
RES033154,Rider,Truck,143.34,178.89,59,0.73
RES033155,Vehicle,Van,275.24,204.95,63,0.87
RES033156,Rider,Bike,897.65,140.57,98,0.81
RES033157,Vehicle,Truck,485.2,317.22,94,0.78
RES033158,Rider,Van,467.61,277.26,39,0.92
RES033159,Vehicle,Bike,211.07,124.88,97,0.93
RES033160,Rider,Truck,959.59,105.22,94,0.91
RES033161,Vehicle,Truck,609.46,191.02,50,0.98
RES033162,Rider,Truck,699.24,321.54,88,0.88
RES033163,Rider,Bike,920.24,226.57,36,0.87
RES033164,Rider,Bike,365.61,96.77,38,0.91
RES033165,Rider,Truck,480.5,140.09,77,0.72
RES033166,Vehicle,Van,318.91,232.98,52,0.86
RES033167,Rider,Bike,348.3,268.24,80,0.96
RES033168,Vehicle,Truck,455.7,256.11,61,0.8
RES033169,Vehicle,Truck,832.01,329.31,79,0.98
RES033170,Rider,Van,26.49,113.65,89,0.85
RES033171,Rider,Van,657.75,153.14,97,0.96
RES033172,Rider,Van,656.85,230.57,38,0.85
RES033173,Vehicle,Truck,965.65,132.37,31,0.83
RES033174,Vehicle,Truck,337.32,195.22,80,0.87
RES033175,Rider,Van,619.34,70.63,66,0.92
RES033176,Rider,Van,539.3,126.77,51,0.81
RES033177,Vehicle,Truck,382.46,261.96,77,0.96
RES033178,Vehicle,Van,883.07,255.23,62,0.76
RES033179,Vehicle,Van,412.36,153.96,99,0.71
RES033180,Vehicle,Bike,730.89,67.22,79,0.93
RES033181,Vehicle,Bike,895.37,186.26,78,0.78
RES033182,Rider,Van,242.11,239.41,84,0.96
RES033183,Rider,Truck,689.84,182.72,88,0.77
RES033184,Vehicle,Van,786.24,181.07,36,0.76
RES033185,Vehicle,Truck,435.66,210.38,79,0.86
RES033186,Rider,Truck,163.18,70.36,79,0.86
RES033187,Vehicle,Truck,207.83,335.55,60,0.89
RES033188,Rider,Bike,562.68,189.98,72,0.77
RES033189,Rider,Truck,946.6,299.9,46,0.72
RES033190,Vehicle,Van,877.87,243.99,70,0.73
RES033191,Vehicle,Bike,884.29,237.54,60,0.84
RES033192,Vehicle,Truck,344.22,71.49,65,0.86
RES033193,Rider,Bike,754.11,306.69,61,0.87
RES033194,Rider,Truck,830.19,114.8,43,0.72
RES033195,Rider,Van,838.45,289.19,90,0.8
RES033196,Rider,Bike,243.08,163.03,69,0.8
RES033197,Rider,Truck,241.35,267.05,71,0.74
RES033198,Vehicle,Truck,561.94,87.63,41,0.72
RES033199,Rider,Van,608.27,265.13,41,0.71
RES033200,Rider,Van,182.4,268.61,89,0.85
RES033201,Rider,Bike,681.44,312.98,47,0.97
RES033202,Vehicle,Bike,226.03,280.09,63,0.85
RES033203,Vehicle,Bike,383.76,303.75,87,0.76
RES033204,Rider,Van,897.11,347.88,35,0.79
RES033205,Vehicle,Van,108.02,141.19,78,0.96
RES033206,Rider,Van,958.26,122.58,85,0.95
RES033207,Vehicle,Truck,621.69,85.95,68,0.85
RES033208,Vehicle,Bike,457.34,321.49,37,0.88
RES033209,Vehicle,Bike,295.56,191.41,54,0.82
RES033210,Rider,Truck,501.39,120.24,74,0.78
RES033211,Vehicle,Van,192.1,289.7,69,0.92
RES033212,Rider,Bike,402.08,203.04,45,0.84
RES033213,Vehicle,Truck,124.38,242.29,46,0.93
RES033214,Vehicle,Van,161.73,142.3,42,0.92
RES033215,Rider,Van,102.89,264.08,36,0.91
RES033216,Vehicle,Truck,675.48,322.96,30,0.75
RES033217,Rider,Bike,600.22,165.35,53,0.75
RES033218,Vehicle,Van,578.69,145.62,67,0.8
RES033219,Rider,Bike,918.74,218.87,59,0.93
RES033220,Rider,Van,467.05,80.6,98,0.85
RES033221,Vehicle,Bike,654.81,245.35,89,0.81
RES033222,Vehicle,Truck,495.62,63.62,72,0.86
RES033223,Rider,Truck,169.67,238.03,52,0.8
RES033224,Rider,Truck,332.52,236.81,33,0.87
RES033225,Rider,Bike,520.4,273.65,76,0.86
RES033226,Vehicle,Bike,976.88,302.69,44,0.73
RES033227,Vehicle,Truck,458.56,314.16,76,0.9
RES033228,Vehicle,Bike,499.04,243.48,63,0.77
RES033229,Rider,Van,663.09,251.22,96,0.88
RES033230,Vehicle,Bike,987.59,308.42,79,0.85
RES033231,Vehicle,Bike,351.21,289.32,68,0.89
RES033232,Rider,Truck,544.37,109.98,57,0.86
RES033233,Vehicle,Van,689.7,170.9,45,0.84
RES033234,Rider,Truck,633.3,204.7,35,0.94
RES033235,Vehicle,Truck,809.62,244.39,56,0.87
RES033236,Vehicle,Truck,559.64,173.18,94,0.96
RES033237,Vehicle,Truck,740.42,238.34,80,0.77
RES033238,Vehicle,Truck,177.69,339.84,45,0.89
RES033239,Vehicle,Truck,647.17,331.92,41,0.92
RES033240,Vehicle,Van,933.45,287.17,83,0.86
RES033241,Rider,Van,148.2,205.64,47,0.86
RES033242,Vehicle,Van,696.3,232.85,82,0.77
RES033243,Rider,Bike,222.99,242.55,85,0.73
RES033244,Rider,Truck,230.19,151.45,61,0.87
RES033245,Vehicle,Bike,695.59,99.12,47,0.88
RES033246,Vehicle,Truck,958.62,133.8,37,0.82
RES033247,Vehicle,Bike,884.27,149.03,91,0.89
RES033248,Vehicle,Truck,704.05,100.76,60,0.81
RES033249,Vehicle,Truck,374.53,161.44,82,0.73
RES033250,Vehicle,Truck,14.53,60.33,37,0.85
RES033251,Rider,Van,732.81,339.39,45,0.77
RES033252,Rider,Truck,953.66,183.82,45,0.87
RES033253,Rider,Van,626.48,193.9,56,0.82
RES033254,Rider,Bike,525.58,262.52,55,0.95
RES033255,Rider,Truck,281.37,326.22,38,0.94
RES033256,Vehicle,Truck,362.14,311.5,31,0.7
RES033257,Vehicle,Truck,933.21,271.72,88,0.72
RES033258,Vehicle,Bike,461.7,80.37,43,0.8
RES033259,Vehicle,Van,774.66,342.01,71,0.72
RES033260,Vehicle,Truck,110.15,189.36,64,0.71
RES033261,Rider,Bike,667.02,327.75,71,0.81
RES033262,Vehicle,Bike,691.45,218.42,45,0.97
RES033263,Rider,Bike,712.8,282.53,64,0.88
RES033264,Rider,Van,736.53,109.22,33,0.87
RES033265,Vehicle,Truck,955.01,304.16,86,0.97
RES033266,Vehicle,Bike,605.85,149.5,43,0.97
RES033267,Rider,Bike,802.76,67.85,32,0.84
RES033268,Vehicle,Bike,465.27,104.31,76,0.93
RES033269,Rider,Van,209.94,85.21,60,0.74
RES033270,Rider,Truck,184.16,285.48,53,0.94
RES033271,Rider,Truck,267.93,76.34,56,0.94
RES033272,Vehicle,Bike,876.74,178.26,39,0.87
RES033273,Vehicle,Bike,337.59,145.59,99,0.76
RES033274,Rider,Truck,374.66,313.89,44,0.89
RES033275,Vehicle,Bike,769.95,295.82,62,0.96
RES033276,Vehicle,Van,776.69,70.04,92,0.72
RES033277,Vehicle,Truck,39.23,63.96,99,0.74
RES033278,Rider,Truck,695.05,256.43,47,0.88
RES033279,Vehicle,Van,303.76,291.54,31,0.79
RES033280,Vehicle,Truck,90.87,241.22,59,0.85
RES033281,Rider,Van,919.08,239.98,71,0.89
RES033282,Vehicle,Van,888.84,227.6,51,0.73
RES033283,Vehicle,Van,960.38,225.45,75,0.73
RES033284,Vehicle,Truck,624.03,119.33,40,0.87
RES033285,Vehicle,Van,844.67,340.02,88,0.75
RES033286,Vehicle,Truck,705.83,150.26,34,0.79
RES033287,Rider,Bike,876.77,227.7,56,0.93
RES033288,Vehicle,Van,582.43,174.42,91,0.86
RES033289,Rider,Van,312.26,80.95,80,0.83
RES033290,Rider,Bike,520.73,266.08,67,0.93
RES033291,Rider,Truck,600.44,108.62,75,0.74
RES033292,Vehicle,Truck,672.64,216.62,81,0.73
RES033293,Vehicle,Bike,938.76,190.02,65,0.76
RES033294,Vehicle,Truck,988.64,179.56,34,0.95
RES033295,Vehicle,Bike,685.78,156.57,48,0.83
RES033296,Rider,Van,149.46,321.96,74,0.91
RES033297,Rider,Bike,84.94,144.47,66,0.7
RES033298,Vehicle,Van,554.15,134.06,82,0.89
RES033299,Rider,Truck,479.87,63.01,72,0.93
RES033300,Vehicle,Van,472.41,88.71,34,0.9
RES033301,Vehicle,Van,838.04,217.93,53,0.93
RES033302,Rider,Truck,785.47,75.28,94,0.9
RES033303,Vehicle,Truck,387.15,97.24,58,0.92
RES033304,Vehicle,Truck,933.96,74.55,64,0.85
RES033305,Vehicle,Van,153.21,65.54,80,0.7
RES033306,Rider,Truck,774.86,345.76,36,0.77
RES033307,Vehicle,Van,218.01,95.33,75,0.71
RES033308,Vehicle,Bike,394.24,332.05,41,0.73
RES033309,Vehicle,Truck,846.84,83.4,80,0.88
RES033310,Rider,Truck,56.1,206.74,89,0.92
RES033311,Rider,Bike,311.92,190.54,67,0.86
RES033312,Rider,Van,508.15,253.1,67,0.75
RES033313,Rider,Van,142.18,245.84,66,0.96
RES033314,Vehicle,Truck,275.76,310.44,81,0.85
RES033315,Vehicle,Van,799.05,147.66,93,0.81
RES033316,Vehicle,Bike,348.78,216.88,44,0.93
RES033317,Vehicle,Truck,98.25,164.1,86,0.71
RES033318,Vehicle,Van,831.2,136.5,74,0.93
RES033319,Rider,Truck,165.88,218.71,36,0.75
RES033320,Rider,Van,882.89,202.48,86,0.75
RES033321,Rider,Truck,801.18,302.16,97,0.74
RES033322,Vehicle,Van,760.3,299.17,68,0.91
RES033323,Vehicle,Truck,211.11,183.72,40,0.85
RES033324,Vehicle,Van,284.6,63.73,88,0.86
RES033325,Rider,Bike,66.17,176.2,65,0.91
RES033326,Rider,Bike,668.89,230.33,51,0.71
RES033327,Rider,Van,738.53,263.89,78,0.83
RES033328,Rider,Bike,368.58,74.69,94,0.83
RES033329,Rider,Truck,883.45,113.47,78,0.75
RES033330,Rider,Bike,770.69,345.53,61,0.81
RES033331,Vehicle,Van,932.54,67.03,99,0.76
RES033332,Vehicle,Bike,519.77,269.34,74,0.95
RES033333,Vehicle,Bike,574.08,224.29,86,0.96
RES033334,Vehicle,Bike,576.53,99.34,54,0.96
RES033335,Rider,Bike,745.76,316.4,75,0.95
RES033336,Vehicle,Bike,864.52,337.27,46,0.83
RES033337,Rider,Truck,668.73,268.04,88,0.81
RES033338,Vehicle,Truck,42.05,291.89,89,0.88
RES033339,Rider,Truck,177.72,163.35,81,0.83
RES033340,Rider,Bike,25.5,263.65,77,0.92
RES033341,Vehicle,Bike,452.65,107.34,70,0.96
RES033342,Rider,Truck,940.7,145.71,77,0.92
RES033343,Rider,Truck,43.28,74.67,43,0.96
RES033344,Rider,Truck,680.99,291.48,39,0.87
RES033345,Vehicle,Truck,140.28,257.91,75,0.91
RES033346,Vehicle,Truck,698.1,182.3,31,0.78
RES033347,Rider,Truck,889.38,116.72,76,0.78
RES033348,Vehicle,Truck,873.8,344.85,83,0.87
RES033349,Vehicle,Truck,740.03,293.28,65,0.71
RES033350,Rider,Bike,952.87,83.72,40,0.8
RES033351,Rider,Bike,779.23,174.21,33,0.93
RES033352,Rider,Truck,796.76,220.65,86,0.78
RES033353,Rider,Bike,799.64,140.15,96,0.73
RES033354,Vehicle,Truck,424.09,95.45,73,0.96
RES033355,Vehicle,Van,653.54,297.93,70,0.89
RES033356,Rider,Bike,52.56,278.68,75,0.82
RES033357,Rider,Truck,590.91,71.02,39,0.98
RES033358,Vehicle,Van,581.56,74.06,88,0.74
RES033359,Rider,Bike,817.74,235.49,74,0.86
RES033360,Vehicle,Truck,48.97,104.87,63,0.87
RES033361,Vehicle,Bike,569.06,103.33,97,0.86
RES033362,Rider,Bike,722.68,102.44,74,0.81
RES033363,Vehicle,Van,223.05,257.57,39,0.74
RES033364,Vehicle,Truck,218.02,220.62,45,0.87
RES033365,Rider,Truck,597.09,110.29,87,0.85
RES033366,Vehicle,Bike,407.24,234.56,85,0.74
RES033367,Vehicle,Truck,449.42,148.97,42,0.97
RES033368,Rider,Truck,315.61,147.24,31,0.84
RES033369,Vehicle,Truck,217.68,236.58,75,0.82
RES033370,Vehicle,Bike,564.17,123.29,82,0.92
RES033371,Rider,Bike,228.49,166.29,70,0.8
RES033372,Rider,Truck,446.91,162.66,95,0.71
RES033373,Rider,Bike,308.21,216.49,37,0.82
RES033374,Vehicle,Van,453.64,274.97,82,0.83
RES033375,Rider,Van,726.28,187.84,90,0.77
RES033376,Rider,Truck,565.33,305.1,63,0.76
RES033377,Vehicle,Van,397.42,263.5,73,0.95
RES033378,Vehicle,Truck,274.31,149.24,80,0.96
RES033379,Vehicle,Truck,73.39,177.29,31,0.74
RES033380,Vehicle,Van,900.66,339.23,33,0.91
RES033381,Rider,Truck,259.29,324.8,96,0.74
RES033382,Vehicle,Van,713.87,159.51,56,0.94
RES033383,Vehicle,Van,804.51,153.66,82,0.84
RES033384,Vehicle,Truck,857.28,108.65,99,0.75
RES033385,Rider,Van,349.78,266.86,69,0.88
RES033386,Rider,Truck,864.37,277.99,52,0.96
RES033387,Vehicle,Van,552.49,275.97,74,0.79
RES033388,Vehicle,Bike,234.01,302.09,40,0.84
RES033389,Vehicle,Van,527.09,149.79,41,0.86
RES033390,Vehicle,Truck,540.55,237.3,42,0.92
RES033391,Vehicle,Van,160.84,335.46,50,0.77
RES033392,Vehicle,Bike,589.27,130.55,37,0.88
RES033393,Vehicle,Van,291.42,194.67,78,0.77
RES033394,Rider,Van,500.8,138.76,53,0.78
RES033395,Rider,Truck,64.91,216.28,40,0.8
RES033396,Vehicle,Van,226.56,174.67,87,0.97
RES033397,Rider,Bike,656.97,301.39,49,0.84
RES033398,Vehicle,Van,995.83,259.28,72,0.92
RES033399,Vehicle,Van,663.64,301.27,78,0.71
RES033400,Rider,Truck,547.8,337.13,86,0.72
RES033401,Vehicle,Bike,860.94,349.44,37,0.86
RES033402,Rider,Bike,369.89,99.73,62,0.79
RES033403,Vehicle,Van,950.38,225.77,33,0.75
RES033404,Rider,Truck,868.95,192.95,50,0.87
RES033405,Rider,Bike,783.88,315.4,50,0.85
RES033406,Rider,Truck,427.46,289.88,30,0.79
RES033407,Rider,Van,26.79,132.21,56,0.85
RES033408,Vehicle,Van,369.26,117.21,73,0.81
RES033409,Rider,Van,261.99,205.06,53,0.92
RES033410,Rider,Bike,633.01,102.28,65,0.72
RES033411,Rider,Van,994.75,207.7,72,0.91
RES033412,Rider,Truck,433.09,99.71,75,0.81
RES033413,Vehicle,Truck,972.65,321.51,50,0.73
RES033414,Vehicle,Bike,931.71,275.98,75,0.88
RES033415,Vehicle,Bike,878.04,312.85,89,0.76
RES033416,Vehicle,Truck,313.89,230.91,34,0.8
RES033417,Rider,Truck,244.89,303.38,87,0.93
RES033418,Rider,Bike,292.65,300.74,78,0.74
RES033419,Rider,Bike,727.58,278.79,85,0.95
RES033420,Rider,Truck,571.44,264.65,55,0.73
RES033421,Rider,Bike,190.33,84.76,85,0.85
RES033422,Rider,Truck,118.22,212.67,83,0.89
RES033423,Rider,Truck,572.56,264.09,86,0.82
RES033424,Vehicle,Bike,428.73,108.63,92,0.93
RES033425,Vehicle,Bike,31.0,142.26,32,0.94
RES033426,Rider,Truck,549.81,256.83,80,0.85
RES033427,Rider,Van,493.68,84.9,62,0.82
RES033428,Rider,Bike,128.04,102.74,47,0.93
RES033429,Rider,Bike,449.62,206.42,92,0.77
RES033430,Vehicle,Van,120.36,91.35,74,0.93
RES033431,Rider,Truck,743.07,223.78,41,0.88
RES033432,Rider,Truck,705.35,169.45,93,0.89
RES033433,Rider,Bike,669.25,186.58,50,0.84
RES033434,Vehicle,Bike,10.79,178.6,53,0.81
RES033435,Rider,Bike,272.57,337.57,39,0.73
RES033436,Rider,Van,901.2,77.59,53,0.95
RES033437,Vehicle,Van,720.35,174.9,55,0.78
RES033438,Rider,Truck,567.0,181.76,52,0.81
RES033439,Rider,Van,351.65,182.54,67,0.81
RES033440,Rider,Bike,751.09,269.25,59,0.77
RES033441,Vehicle,Truck,453.06,215.01,48,0.78
RES033442,Rider,Bike,803.41,285.33,59,0.73
RES033443,Vehicle,Truck,299.01,98.56,87,0.76
RES033444,Vehicle,Van,761.3,311.43,81,0.77
RES033445,Vehicle,Van,186.14,72.35,56,0.94
RES033446,Vehicle,Truck,435.43,326.23,65,0.89
RES033447,Vehicle,Truck,963.1,125.78,39,0.7
RES033448,Vehicle,Truck,976.65,259.76,35,0.93
RES033449,Rider,Truck,302.89,108.96,71,0.85
RES033450,Vehicle,Truck,720.48,88.14,47,0.94
RES033451,Vehicle,Truck,497.7,253.59,81,0.73
RES033452,Rider,Bike,516.75,223.6,49,0.89
RES033453,Rider,Bike,510.75,237.4,43,0.96
